manual_blink_index,timestamp_seconds
1,6.9285
2,8.2485
3,9.4235
4,10.6478
5,11.8487
6,13.0495
7,14.4423
8,15.6394
9,16.9042
10,18.1381
11,19.473
12,20.7352
13,22.0972
14,23.3197
15,24.4679
16,25.7865
17,26.9697
18,28.3566
19,29.7072
20,31.001
21,32.2962
22,33.626
23,34.8904
24,36.1853
25,37.4563
26,38.8701
27,40.105
28,41.6406
29,42.9696
30,44.3651
31,46.6639
32,54.6492
33,56.1679
34,57.6724
35,59.1024
