manual_blink_index,timestamp_seconds
1,7.1763
2,8.341
3,9.7394
4,11.1557
5,12.7642
6,17.7525
7,19.4865
8,20.9602
9,22.2452
10,23.7668
11,28.5964
12,31.1622
13,34.2466
14,56.9985
15,57.2219
16,57.4932
17,57.753
18,58.0221
19,58.3353
20,58.4994
21,58.8925
22,59.2985
23,61.1129
24,62.5499
25,63.8968
26,65.1472
27,72.9941
28,73.3865
29,73.7177
30,73.9075
31,74.1813
32,74.9815
33,83.9946
34,91.543
