manual_blink_index,timestamp_seconds
1,11.5305
2,12.8744
3,14.4278
4,15.8441
5,17.6363
6,19.3967
7,20.9074
8,22.4103
9,23.0054
10,23.5627
11,24.1085
12,24.6336
13,24.9466
14,25.1693
15,25.5629
16,25.8654
17,26.1383
18,26.3629
19,26.6362
20,26.8615
21,27.1314
22,27.4353
23,27.7639
24,28.1927
25,28.5892
26,29.8974
27,30.4652
28,31.3975
29,31.8508
