timestamp,elapsed_seconds,left_ear,right_ear,average_ear,face_detected
2026-08-11T18:40:56.641631,23.8245,0.09504,0.079996,0.087518,1
2026-08-11T18:40:56.669765,23.8522,0.095983,0.089921,0.092952,1
2026-08-11T18:40:56.706389,23.8902,0.085246,0.093831,0.089538,1
2026-08-11T18:40:56.733384,23.9172,0.077354,0.095871,0.086612,1
2026-08-11T18:40:56.760225,23.944,0.072068,0.096689,0.084378,1
2026-08-11T18:40:56.786248,23.9696,0.072588,0.09314,0.082864,1
2026-08-11T18:40:56.812056,23.9961,0.082846,0.10397,0.093408,1
2026-08-11T18:40:56.846379,24.0303,0.100654,0.13735,0.119002,1
2026-08-11T18:40:56.873111,24.0569,0.110922,0.141658,0.12629,1
2026-08-11T18:40:56.911521,24.0949,0.105873,0.129768,0.117821,1
2026-08-11T18:40:56.938109,24.1222,0.104554,0.12269,0.113622,1
2026-08-11T18:40:56.976713,24.1605,0.14544,0.120296,0.132868,1
2026-08-11T18:40:57.044245,24.2254,0.134676,0.11598,0.125328,1
2026-08-11T18:40:57.074430,24.2555,0.130016,0.116148,0.123082,1
2026-08-11T18:40:57.104997,24.2861,0.140344,0.131434,0.135889,1
2026-08-11T18:40:57.133720,24.3158,0.140835,0.138725,0.13978,1
2026-08-11T18:40:57.169311,24.3443,0.141487,0.144181,0.142834,1
2026-08-11T18:40:57.196714,24.3796,0.130729,0.146903,0.138816,1
2026-08-11T18:40:57.225974,24.4071,0.124476,0.147283,0.13588,1
2026-08-11T18:40:57.254291,24.4359,0.123947,0.14429,0.134118,1
2026-08-11T18:40:57.283464,24.4646,0.120268,0.139811,0.13004,1
2026-08-11T18:40:57.313996,24.4947,0.105619,0.123383,0.114501,1
2026-08-11T18:40:57.340577,24.525,0.096454,0.1149,0.105677,1
2026-08-11T18:40:57.376650,24.5587,0.098273,0.115125,0.106699,1
2026-08-11T18:40:57.448324,24.6312,0.115766,0.150597,0.133182,1
2026-08-11T18:40:57.476101,24.6585,0.117477,0.154278,0.135878,1
2026-08-11T18:40:57.508389,24.6914,0.11838,0.128805,0.123592,1
2026-08-11T18:40:57.534829,24.7183,0.121825,0.117151,0.119488,1
2026-08-11T18:40:57.561561,24.7452,0.122182,0.1103,0.116241,1
2026-08-11T18:40:57.587152,24.771,0.117788,0.114339,0.116064,1
2026-08-11T18:40:57.614426,24.7971,0.118468,0.120661,0.119565,1
2026-08-11T18:40:57.648948,24.8325,0.125066,0.099017,0.112042,1
2026-08-11T18:40:57.676143,24.8593,0.131247,0.09875,0.114998,1
2026-08-11T18:40:57.712855,24.8942,0.104751,0.093875,0.099313,1
2026-08-11T18:40:57.739929,24.9234,0.077992,0.087847,0.082919,1
2026-08-11T18:40:57.773214,24.9575,0.077384,0.094645,0.086014,1
2026-08-11T18:40:57.842025,25.0251,0.105427,0.099379,0.102403,1
2026-08-11T18:40:57.869190,25.0521,0.116344,0.102995,0.10967,1
2026-08-11T18:40:57.909986,25.0927,0.105749,0.100253,0.103001,1
2026-08-11T18:40:57.935709,25.1195,0.097119,0.099523,0.098321,1
2026-08-11T18:40:57.960037,25.1451,0.095439,0.099621,0.09753,1
2026-08-11T18:40:57.985347,25.169,0.216375,0.225223,0.220799,1
2026-08-11T18:40:58.011181,25.1953,0.253577,0.266665,0.260121,1
2026-08-11T18:40:58.047288,25.2301,0.35378,0.336044,0.344912,1
2026-08-11T18:40:58.072927,25.2574,0.369734,0.350671,0.360203,1
2026-08-11T18:40:58.110899,25.2943,0.354368,0.342361,0.348365,1
2026-08-11T18:40:58.137476,25.321,0.351414,0.341366,0.34639,1
2026-08-11T18:40:58.179818,25.3628,0.344599,0.331599,0.338099,1
2026-08-11T18:40:58.240671,25.4243,0.344092,0.330074,0.337083,1
2026-08-11T18:40:58.267900,25.4507,0.34497,0.330754,0.337862,1
2026-08-11T18:40:58.305851,25.488,0.355768,0.328375,0.342071,1
2026-08-11T18:40:58.333609,25.5155,0.36171,0.33347,0.34759,1
2026-08-11T18:40:58.358580,25.5441,0.3673,0.335435,0.351368,1
2026-08-11T18:40:58.391538,25.5726,0.367919,0.341206,0.354562,1
2026-08-11T18:40:58.419977,25.6016,0.368324,0.345723,0.357024,1
2026-08-11T18:40:58.448171,25.6305,0.3733,0.346704,0.360002,1
2026-08-11T18:40:58.475037,25.6586,0.376738,0.346713,0.361726,1
2026-08-11T18:40:58.511726,25.6948,0.374065,0.3475,0.360783,1
2026-08-11T18:40:58.539367,25.7223,0.372806,0.347473,0.360139,1
2026-08-11T18:40:58.575642,25.7587,0.372105,0.350805,0.361455,1
2026-08-11T18:40:58.647515,25.8315,0.370106,0.350202,0.360154,1
2026-08-11T18:40:58.672530,25.8573,0.370397,0.350244,0.36032,1
2026-08-11T18:40:58.708031,25.8913,0.370441,0.352064,0.361252,1
2026-08-11T18:40:58.732655,25.919,0.369962,0.353924,0.361943,1
2026-08-11T18:40:58.757569,25.9428,0.36829,0.354018,0.361154,1
2026-08-11T18:40:58.780441,25.9662,0.354969,0.345715,0.350342,1
2026-08-11T18:40:58.803336,25.9891,0.348918,0.340896,0.344907,1
2026-08-11T18:40:58.848740,26.0323,0.343924,0.338061,0.340993,1
2026-08-11T18:40:58.875349,26.0594,0.342771,0.338807,0.340789,1
2026-08-11T18:40:58.910393,26.0942,0.344951,0.339951,0.342451,1
2026-08-11T18:40:58.936471,26.1207,0.344643,0.337623,0.341133,1
2026-08-11T18:40:58.974125,26.1572,0.347923,0.341135,0.344529,1
2026-08-11T18:40:59.042709,26.2259,0.358604,0.349304,0.353954,1
