timestamp,elapsed_seconds,left_ear,right_ear,average_ear,smoothed_ear,eye_state,blink_event,blink_duration,face_detected
2026-08-11T19:11:42.942206,0.5363,0.3968,0.365883,0.381341,0.381341,OPEN,0,0.0,1
2026-08-11T19:11:43.146845,0.7427,0.413786,0.385168,0.399477,0.387689,OPEN,0,0.0,1
2026-08-11T19:11:43.180679,0.7763,0.411152,0.386313,0.398732,0.391554,OPEN,0,0.0,1
2026-08-11T19:11:43.204684,0.8128,0.40825,0.386136,0.397193,0.393528,OPEN,0,0.0,1
2026-08-11T19:11:43.255023,0.861,0.395125,0.388229,0.391677,0.39288,OPEN,0,0.0,1
2026-08-11T19:11:43.286424,0.8956,0.391666,0.387298,0.389482,0.391691,OPEN,0,0.0,1
2026-08-11T19:11:43.312197,0.9164,0.390889,0.387288,0.389089,0.39078,OPEN,0,0.0,1
2026-08-11T19:11:43.353294,0.9583,0.398344,0.386583,0.392464,0.391369,OPEN,0,0.0,1
2026-08-11T19:11:43.369921,0.9783,0.401193,0.386073,0.393633,0.392162,OPEN,0,0.0,1
2026-08-11T19:11:43.405915,1.0135,0.402702,0.385115,0.393909,0.392773,OPEN,0,0.0,1
2026-08-11T19:11:43.448451,1.0542,0.404577,0.391284,0.39793,0.394578,OPEN,0,0.0,1
2026-08-11T19:11:43.482407,1.0874,0.404694,0.392976,0.398835,0.396068,OPEN,0,0.0,1
2026-08-11T19:11:43.502098,1.1072,0.405175,0.394209,0.399692,0.397336,OPEN,0,0.0,1
2026-08-11T19:11:43.543808,1.1502,0.408055,0.397033,0.402544,0.399159,OPEN,0,0.0,1
2026-08-11T19:11:43.565254,1.1713,0.409544,0.39718,0.403362,0.40063,OPEN,0,0.0,1
2026-08-11T19:11:43.599768,1.2054,0.409818,0.398111,0.403965,0.401797,OPEN,0,0.0,1
2026-08-11T19:11:43.655690,1.2629,0.408871,0.39884,0.403856,0.402518,OPEN,0,0.0,1
2026-08-11T19:11:43.697026,1.2986,0.409507,0.401792,0.40565,0.403614,OPEN,0,0.0,1
2026-08-11T19:11:43.724185,1.3313,0.410158,0.405306,0.407732,0.405055,OPEN,0,0.0,1
2026-08-11T19:11:43.757866,1.3647,0.409183,0.404209,0.406696,0.40563,OPEN,0,0.0,1
2026-08-11T19:11:43.798462,1.4019,0.410691,0.40376,0.407226,0.406188,OPEN,0,0.0,1
2026-08-11T19:11:43.830827,1.4347,0.414085,0.406441,0.410263,0.407614,OPEN,0,0.0,1
2026-08-11T19:11:43.856825,1.461,0.427376,0.41046,0.418918,0.41157,OPEN,0,0.0,1
2026-08-11T19:11:43.885452,1.4872,0.420603,0.407374,0.413988,0.412417,OPEN,0,0.0,1
2026-08-11T19:11:43.904044,1.5112,0.421335,0.406665,0.414,0.412971,OPEN,0,0.0,1
2026-08-11T19:11:43.941557,1.549,0.40855,0.415881,0.412216,0.412706,OPEN,0,0.0,1
2026-08-11T19:11:43.977106,1.5839,0.390454,0.403966,0.39721,0.407283,OPEN,0,0.0,1
2026-08-11T19:11:43.998795,1.6042,0.387086,0.399633,0.39336,0.40241,OPEN,0,0.0,1
2026-08-11T19:11:44.069189,1.6661,0.3698,0.38858,0.37919,0.394283,OPEN,0,0.0,1
2026-08-11T19:11:44.096019,1.6987,0.377637,0.389581,0.383609,0.390547,OPEN,0,0.0,1
2026-08-11T19:11:44.122331,1.7212,0.375357,0.385529,0.380443,0.38701,OPEN,0,0.0,1
2026-08-11T19:11:44.150738,1.7548,0.384308,0.391321,0.387815,0.387292,OPEN,0,0.0,1
2026-08-11T19:11:44.171545,1.7765,0.391829,0.380425,0.386127,0.386884,OPEN,0,0.0,1
2026-08-11T19:11:44.206619,1.8093,0.396566,0.380077,0.388322,0.387387,OPEN,0,0.0,1
2026-08-11T19:11:44.247193,1.8511,0.366331,0.383205,0.374768,0.382971,OPEN,0,0.0,1
2026-08-11T19:11:44.265614,1.8727,0.359337,0.374949,0.367143,0.377431,OPEN,0,0.0,1
2026-08-11T19:11:44.303479,1.9114,0.35527,0.368228,0.361749,0.371942,OPEN,0,0.0,1
