timestamp,elapsed,face_detected,left_ear,right_ear,average_ear,smoothed_ear,closing_threshold,opening_threshold,eye_state,closure_duration,blink_event,blink_count
0.0028,0.0028,1,0.30602,0.30657,0.30629,0.30629,0.24228,0.28504,OPEN,,0,0
0.0717,0.0717,1,0.30354,0.30727,0.30541,0.30585,0.24228,0.28504,OPEN,,0,0
0.1495,0.1495,1,0.30553,0.31122,0.30838,0.30629,0.24228,0.28504,OPEN,,0,0
0.2324,0.2324,1,0.30462,0.31403,0.30933,0.30838,0.24228,0.28504,OPEN,,0,0
0.3285,0.3285,1,0.30281,0.30912,0.30596,0.30838,0.24228,0.28504,OPEN,,0,0
0.4277,0.4277,1,0.31445,0.32254,0.3185,0.30933,0.24228,0.28504,OPEN,,0,0
0.5181,0.5181,1,0.3313,0.33516,0.33323,0.3185,0.24228,0.28504,OPEN,,0,0
0.6342,0.6342,1,0.34195,0.34339,0.34267,0.33323,0.24228,0.28504,OPEN,,0,0
0.7242,0.7242,1,0.34515,0.34862,0.34688,0.34267,0.24228,0.28504,OPEN,,0,0
0.8195,0.8195,1,0.35737,0.3714,0.36439,0.34688,0.24228,0.28504,OPEN,,0,0
0.9166,0.9166,1,0.35332,0.36194,0.35763,0.35763,0.24228,0.28504,OPEN,,0,0
1.0136,1.0136,1,0.36503,0.37356,0.36929,0.36439,0.24228,0.28504,OPEN,,0,0
1.0933,1.0933,1,0.36409,0.37345,0.36877,0.36877,0.24228,0.28504,OPEN,,0,0
1.1897,1.1897,1,0.37756,0.38692,0.38224,0.36929,0.24228,0.28504,OPEN,,0,0
1.2908,1.2908,1,0.37224,0.38729,0.37976,0.37976,0.24228,0.28504,OPEN,,0,0
1.3817,1.3817,1,0.37727,0.38714,0.38221,0.38221,0.24228,0.28504,OPEN,,0,0
1.4592,1.4592,1,0.27961,0.25285,0.26623,0.37976,0.24228,0.28504,OPEN,,0,0
1.5554,1.5554,1,0.27933,0.27057,0.27495,0.27495,0.24228,0.28504,OPEN,,0,0
1.6546,1.6546,1,0.30864,0.32417,0.3164,0.27495,0.24228,0.28504,OPEN,,0,0
1.7265,1.7265,1,0.32978,0.34744,0.33861,0.3164,0.24228,0.28504,OPEN,,0,0
1.7945,1.7945,1,0.35271,0.36242,0.35757,0.33861,0.24228,0.28504,OPEN,,0,0
1.89,1.89,1,0.3656,0.37683,0.37122,0.35757,0.24228,0.28504,OPEN,,0,0
1.999,1.999,1,0.37403,0.38885,0.38144,0.37122,0.24228,0.28504,OPEN,,0,0
2.0851,2.0851,1,0.3754,0.39613,0.38576,0.38144,0.24228,0.28504,OPEN,,0,0
2.1808,2.1808,1,0.38327,0.39998,0.39163,0.38576,0.24228,0.28504,OPEN,,0,0
2.2482,2.2482,1,0.38545,0.40171,0.39358,0.39163,0.24228,0.28504,OPEN,,0,0
2.3246,2.3246,1,0.39783,0.41289,0.40536,0.39358,0.24228,0.28504,OPEN,,0,0
2.4207,2.4207,1,0.41796,0.42749,0.42272,0.40536,0.24228,0.28504,OPEN,,0,0
2.5176,2.5176,1,0.42066,0.43383,0.42724,0.42272,0.24228,0.28504,OPEN,,0,0
2.6115,2.6115,1,0.41988,0.43865,0.42927,0.42724,0.24228,0.28504,OPEN,,0,0
2.6801,2.6801,1,0.14549,0.11104,0.12826,0.42724,0.24228,0.28504,OPEN,,0,0
2.7564,2.7564,1,0.07389,0.03441,0.05415,,0.24228,0.28504,OPEN,,0,0
2.853,2.853,1,0.07168,0.04639,0.05903,,0.24228,0.28504,OPEN,,0,0
2.9501,2.9501,1,0.24165,0.28184,0.26175,0.26175,0.24228,0.28504,OPEN,,0,0
3.0454,3.0454,1,0.35983,0.36855,0.36419,0.26175,0.24228,0.28504,OPEN,,0,0
3.1548,3.1548,1,0.38229,0.39172,0.38701,0.36419,0.24228,0.28504,OPEN,,0,0
3.2252,3.2252,1,0.38526,0.39699,0.39113,0.38701,0.24228,0.28504,OPEN,,0,0
3.3169,3.3169,1,0.38404,0.39869,0.39136,0.39113,0.24228,0.28504,OPEN,,0,0
3.4507,3.4507,1,0.39422,0.40617,0.40019,0.39136,0.24228,0.28504,OPEN,,0,0
3.5301,3.5301,1,0.39376,0.41091,0.40234,0.40019,0.24228,0.28504,OPEN,,0,0
3.6218,3.6218,1,0.39537,0.40712,0.40125,0.40125,0.24228,0.28504,OPEN,,0,0
3.7163,3.7163,1,0.39344,0.40488,0.39916,0.40125,0.24228,0.28504,OPEN,,0,0
3.8467,3.8467,1,0.39689,0.40657,0.40173,0.40125,0.24228,0.28504,OPEN,,0,0
3.9416,3.9416,1,0.39573,0.40629,0.40101,0.40101,0.24228,0.28504,OPEN,,0,0
4.0216,4.0216,1,0.39408,0.40598,0.40003,0.40101,0.24228,0.28504,OPEN,,0,0
4.0908,4.0908,1,0.39341,0.40268,0.39804,0.40003,0.24228,0.28504,OPEN,,0,0
4.1821,4.1821,1,0.40914,0.41962,0.41438,0.40003,0.24228,0.28504,OPEN,,0,0
4.2801,4.2801,1,0.41948,0.43379,0.42664,0.41438,0.24228,0.28504,OPEN,,0,0
4.374,4.374,1,0.42175,0.43976,0.43076,0.42664,0.24228,0.28504,OPEN,,0,0
4.4531,4.4531,1,0.42165,0.44151,0.43158,0.43076,0.24228,0.28504,OPEN,,0,0
4.5228,4.5228,1,0.4214,0.43592,0.42866,0.43076,0.24228,0.28504,OPEN,,0,0
4.6447,4.6447,1,0.1938,0.20838,0.20109,0.42866,0.24228,0.28504,OPEN,,0,0
4.7467,4.7467,1,0.262,0.22661,0.2443,0.2443,0.24228,0.28504,OPEN,,0,0
