timestamp,elapsed_seconds,left_ear,right_ear,average_ear,smoothed_ear,eye_state,blink_event,blink_duration,face_detected
2026-08-12T11:00:30.202508,0.3924,0.374907,0.397093,0.386,0.386,OPEN,0,0.0,1
2026-08-12T11:00:30.301302,0.4878,0.096596,0.126649,0.111622,0.289968,OPEN,0,0.0,1
2026-08-12T11:00:30.331023,0.5179,0.13989,0.174871,0.157381,0.243562,CLOSING,0,0.0,1
2026-08-12T11:00:30.360937,0.557,0.233805,0.222611,0.228208,0.238188,CLOSING,0,0.0,1
2026-08-12T11:00:30.393380,0.5904,0.350323,0.359433,0.354878,0.27903,OPEN,0,0.0,1
2026-08-12T11:00:30.412363,0.61,0.460542,0.473515,0.467028,0.344829,OPEN,0,0.0,1
2026-08-12T11:00:30.448176,0.644,0.477082,0.493615,0.485349,0.394011,OPEN,0,0.0,1
2026-08-12T11:00:30.469352,0.6632,0.47002,0.497728,0.483874,0.425463,OPEN,0,0.0,1
2026-08-12T11:00:30.498606,0.692,0.452661,0.479775,0.466218,0.439727,OPEN,0,0.0,1
2026-08-12T11:00:30.529046,0.7256,0.443427,0.452641,0.448034,0.442635,OPEN,0,0.0,1
2026-08-12T11:00:30.547256,0.7444,0.486073,0.505424,0.495749,0.461225,OPEN,0,0.0,1
2026-08-12T11:00:30.562726,0.7611,0.46806,0.483984,0.476022,0.466404,OPEN,0,0.0,1
2026-08-12T11:00:30.602573,0.7951,0.254062,0.3012,0.277631,0.400333,OPEN,0,0.0,1
2026-08-12T11:00:30.639018,0.8302,0.145128,0.154916,0.150022,0.312724,OPEN,0,0.0,1
2026-08-12T11:00:30.674988,0.8658,0.168507,0.180339,0.174423,0.264319,OPEN,0,0.0,1
2026-08-12T11:00:30.703568,0.8974,0.119011,0.141899,0.130455,0.217466,CLOSING,0,0.0,1
2026-08-12T11:00:30.740615,0.9337,0.280628,0.300735,0.290681,0.243092,CLOSING,0,0.0,1
2026-08-12T11:00:30.775576,0.9695,0.337015,0.352129,0.344572,0.27861,OPEN,0,0.0,1
2026-08-12T11:00:30.809378,1.0032,0.359837,0.372956,0.366396,0.309335,OPEN,0,0.0,1
2026-08-12T11:00:30.847903,1.0378,0.395071,0.40967,0.402371,0.341898,OPEN,0,0.0,1
2026-08-12T11:00:30.868694,1.0624,0.409819,0.422905,0.416362,0.36796,OPEN,0,0.0,1
2026-08-12T11:00:30.902189,1.0971,0.416618,0.441015,0.428816,0.38926,OPEN,0,0.0,1
2026-08-12T11:00:30.927418,1.1248,0.424291,0.446352,0.435322,0.405382,OPEN,0,0.0,1
2026-08-12T11:00:30.963275,1.1579,0.41739,0.442522,0.429956,0.413983,OPEN,0,0.0,1
2026-08-12T11:00:30.992188,1.1847,0.416083,0.437835,0.426959,0.418525,OPEN,0,0.0,1
2026-08-12T11:00:31.022431,1.2192,0.43483,0.446237,0.440533,0.426228,OPEN,0,0.0,1
2026-08-12T11:00:31.059042,1.2536,0.437861,0.460731,0.449296,0.434302,OPEN,0,0.0,1
2026-08-12T11:00:31.103640,1.2975,0.418908,0.448644,0.433776,0.434118,OPEN,0,0.0,1
2026-08-12T11:00:31.136663,1.3297,0.419243,0.44693,0.433086,0.433757,OPEN,0,0.0,1
2026-08-12T11:00:31.177318,1.3693,0.429428,0.455366,0.442397,0.436781,OPEN,0,0.0,1
