timestamp,elapsed_seconds,left_ear,right_ear,average_ear,smoothed_ear,eye_state,blink_event,blink_duration,face_detected
2026-08-12T11:01:54.136034,0.3583,0.315763,0.311469,0.313616,0.313616,OPEN,0,0.0,1
2026-08-12T11:01:54.225842,0.4522,0.332061,0.317898,0.32498,0.317593,OPEN,0,0.0,1
2026-08-12T11:01:54.262174,0.485,0.349224,0.332375,0.3408,0.325716,OPEN,0,0.0,1
2026-08-12T11:01:54.282451,0.515,0.35164,0.339987,0.345813,0.33275,OPEN,0,0.0,1
2026-08-12T11:01:54.313522,0.5474,0.353001,0.337081,0.345041,0.337052,OPEN,0,0.0,1
2026-08-12T11:01:54.348993,0.5789,0.359882,0.350961,0.355422,0.343481,OPEN,0,0.0,1
2026-08-12T11:01:54.386042,0.614,0.372057,0.365846,0.368951,0.352396,OPEN,0,0.0,1
2026-08-12T11:01:54.420330,0.645,0.370025,0.343977,0.357001,0.354008,OPEN,0,0.0,1
2026-08-12T11:01:54.451424,0.679,0.403961,0.361229,0.382595,0.364013,OPEN,0,0.0,1
2026-08-12T11:01:54.482637,0.7152,0.437745,0.391379,0.414562,0.381705,OPEN,0,0.0,1
2026-08-12T11:01:54.517666,0.7465,0.443394,0.399289,0.421341,0.395578,OPEN,0,0.0,1
2026-08-12T11:01:54.538905,0.7689,0.436037,0.406745,0.421391,0.404612,OPEN,0,0.0,1
2026-08-12T11:01:54.589839,0.7958,0.429815,0.406575,0.418195,0.409366,OPEN,0,0.0,1
2026-08-12T11:01:54.624043,0.847,0.426029,0.384457,0.405243,0.407923,OPEN,0,0.0,1
2026-08-12T11:01:54.648073,0.874,0.417849,0.384904,0.401376,0.405632,OPEN,0,0.0,1
2026-08-12T11:01:54.667478,0.8985,0.405372,0.37192,0.388646,0.399687,OPEN,0,0.0,1
2026-08-12T11:01:54.695080,0.9284,0.403751,0.364844,0.384297,0.3943,OPEN,0,0.0,1
2026-08-12T11:01:54.719492,0.951,0.400541,0.364338,0.38244,0.390149,OPEN,0,0.0,1
2026-08-12T11:01:54.749808,0.9823,0.397148,0.361944,0.379546,0.386438,OPEN,0,0.0,1
2026-08-12T11:01:54.787148,1.0164,0.402783,0.368347,0.385565,0.386133,OPEN,0,0.0,1
2026-08-12T11:01:54.841070,1.0672,0.405654,0.368501,0.387077,0.386463,OPEN,0,0.0,1
2026-08-12T11:01:54.863179,1.0915,0.402068,0.368749,0.385408,0.386094,OPEN,0,0.0,1
2026-08-12T11:01:54.904552,1.1337,0.395932,0.366083,0.381008,0.384314,OPEN,0,0.0,1
2026-08-12T11:01:54.935380,1.1631,0.405974,0.373147,0.38956,0.38615,OPEN,0,0.0,1
2026-08-12T11:01:54.982406,1.2096,0.406156,0.384195,0.395175,0.389309,OPEN,0,0.0,1
2026-08-12T11:01:55.003538,1.2325,0.407025,0.388965,0.397995,0.392349,OPEN,0,0.0,1
2026-08-12T11:01:55.037504,1.2633,0.407406,0.391094,0.39925,0.394764,OPEN,0,0.0,1
2026-08-12T11:01:55.068281,1.2971,0.418806,0.403215,0.411011,0.400451,OPEN,0,0.0,1
2026-08-12T11:01:55.094395,1.3228,0.425211,0.407297,0.416254,0.405982,OPEN,0,0.0,1
2026-08-12T11:01:55.140763,1.3676,0.420906,0.391753,0.40633,0.406104,OPEN,0,0.0,1
2026-08-12T11:01:55.160727,1.3902,0.420738,0.391927,0.406333,0.406184,OPEN,0,0.0,1
2026-08-12T11:01:55.195071,1.4243,0.419016,0.395593,0.407304,0.406576,OPEN,0,0.0,1
2026-08-12T11:01:55.232297,1.4587,0.419819,0.391527,0.405673,0.40626,OPEN,0,0.0,1
2026-08-12T11:01:55.266160,1.4935,0.417458,0.387032,0.402245,0.404855,OPEN,0,0.0,1
2026-08-12T11:01:55.296905,1.5282,0.418251,0.379361,0.398806,0.402738,OPEN,0,0.0,1
