timestamp,elapsed,face_detected,left_ear,right_ear,average_ear,smoothed_ear,closing_threshold,opening_threshold,eye_state,closure_duration,blink_event,blink_count
0.0035,0.0035,1,0.27614,0.29075,0.28344,0.28344,0.23791,0.27989,OPEN,,0,0
0.1083,0.1083,1,0.32341,0.30556,0.31449,0.29897,0.23791,0.27989,OPEN,,0,0
0.2353,0.2353,1,0.33289,0.31554,0.32422,0.31449,0.23791,0.27989,OPEN,,0,0
0.3639,0.3639,1,0.33828,0.3187,0.32849,0.32422,0.23791,0.27989,OPEN,,0,0
0.4761,0.4761,1,0.34936,0.32709,0.33822,0.32849,0.23791,0.27989,OPEN,,0,0
0.6061,0.6061,1,0.36493,0.3411,0.35301,0.33822,0.23791,0.27989,OPEN,,0,0
0.733,0.733,1,0.34483,0.32723,0.33603,0.33822,0.23791,0.27989,OPEN,,0,0
0.8464,0.8464,1,0.36728,0.35415,0.36072,0.35301,0.23791,0.27989,OPEN,,0,0
0.9711,0.9711,1,0.3748,0.36329,0.36905,0.36072,0.23791,0.27989,OPEN,,0,0
1.101,1.101,1,0.38068,0.37416,0.37742,0.36905,0.23791,0.27989,OPEN,,0,0
1.2432,1.2432,1,0.37955,0.37602,0.37778,0.37742,0.23791,0.27989,OPEN,,0,0
1.3696,1.3696,1,0.37959,0.37435,0.37697,0.37742,0.23791,0.27989,OPEN,,0,0
1.4982,1.4982,1,0.37503,0.37214,0.37359,0.37697,0.23791,0.27989,OPEN,,0,0
1.6097,1.6097,1,0.3818,0.37771,0.37976,0.37697,0.23791,0.27989,OPEN,,0,0
1.7667,1.7667,1,0.37371,0.36027,0.36699,0.37359,0.23791,0.27989,OPEN,,0,0
1.8688,1.8688,1,0.37104,0.35751,0.36428,0.36699,0.23791,0.27989,OPEN,,0,0
1.9855,1.9855,1,0.37201,0.36518,0.3686,0.36699,0.23791,0.27989,OPEN,,0,0
2.1227,2.1227,1,0.37003,0.36235,0.36619,0.36619,0.23791,0.27989,OPEN,,0,0
2.2688,2.2688,1,0.37427,0.36904,0.37165,0.3686,0.23791,0.27989,OPEN,,0,0
2.3978,2.3978,1,0.29718,0.26804,0.28261,0.36619,0.23791,0.27989,OPEN,,0,0
2.5561,2.5561,1,0.37539,0.36674,0.37106,0.37106,0.23791,0.27989,OPEN,,0,0
2.6694,2.6694,1,0.39381,0.39951,0.39666,0.37106,0.23791,0.27989,OPEN,,0,0
2.7958,2.7958,1,0.41073,0.42615,0.41844,0.39666,0.23791,0.27989,OPEN,,0,0
2.9536,2.9536,1,0.41939,0.4279,0.42365,0.41844,0.23791,0.27989,OPEN,,0,0
3.0557,3.0557,1,0.41929,0.43069,0.42499,0.42365,0.23791,0.27989,OPEN,,0,0
3.1638,3.1638,1,0.41951,0.4336,0.42656,0.42499,0.23791,0.27989,OPEN,,0,0
3.2998,3.2998,1,0.42488,0.43768,0.43128,0.42656,0.23791,0.27989,OPEN,,0,0
3.4197,3.4197,1,0.44525,0.45349,0.44937,0.43128,0.23791,0.27989,OPEN,,0,0
3.5328,3.5328,1,0.44786,0.45873,0.45329,0.44937,0.23791,0.27989,OPEN,,0,0
3.6611,3.6611,1,0.43614,0.45847,0.4473,0.44937,0.23791,0.27989,OPEN,,0,0
3.7875,3.7875,1,0.07904,0.05231,0.06568,,0.23791,0.27989,OPEN,,0,0
3.9044,3.9044,1,0.23086,0.26914,0.25,0.4473,0.23791,0.27989,OPEN,,0,0
4.0284,4.0284,1,0.3484,0.37312,0.36076,0.36076,0.23791,0.27989,OPEN,,0,0
4.1884,4.1884,1,0.38001,0.39871,0.38936,0.36076,0.23791,0.27989,OPEN,,0,0
4.316,4.316,1,0.39052,0.40701,0.39877,0.38936,0.23791,0.27989,OPEN,,0,0
4.4281,4.4281,1,0.39411,0.40207,0.39809,0.39809,0.23791,0.27989,OPEN,,0,0
4.5576,4.5576,1,0.40098,0.40704,0.40401,0.39877,0.23791,0.27989,OPEN,,0,0
4.6836,4.6836,1,0.3999,0.40633,0.40312,0.40312,0.23791,0.27989,OPEN,,0,0
4.8019,4.8019,1,0.4029,0.41397,0.40843,0.40401,0.23791,0.27989,OPEN,,0,0
4.9565,4.9565,1,0.41563,0.42722,0.42142,0.40843,0.23791,0.27989,OPEN,,0,0
5.0843,5.0843,1,0.19493,0.16767,0.1813,0.40843,0.23791,0.27989,OPEN,,0,0
5.1855,5.1855,1,0.06278,0.01678,0.03978,,0.23791,0.27989,OPEN,,0,0
5.2898,5.2898,1,0.1306,0.07285,0.10172,0.1813,0.23791,0.27989,CLOSING,,0,0
5.4216,5.4216,1,0.32104,0.35321,0.33713,0.1813,0.23791,0.27989,CLOSED,0.13184,0,0
5.5474,5.5474,1,0.3823,0.40064,0.39147,0.33713,0.23791,0.27989,OPENING,0.25756,0,0
5.6679,5.6679,1,0.40096,0.41441,0.40768,0.39147,0.23791,0.27989,OPEN,0.37808,1,1
5.7883,5.7883,1,0.39366,0.40555,0.39961,0.39961,0.23791,0.27989,OPEN,,0,1
5.8908,5.8908,1,0.39583,0.40874,0.40229,0.40229,0.23791,0.27989,OPEN,,0,1
6.0128,6.0128,1,0.3952,0.40668,0.40094,0.40094,0.23791,0.27989,OPEN,,0,1
6.124,6.124,1,0.40168,0.41453,0.40811,0.40229,0.23791,0.27989,OPEN,,0,1
6.2513,6.2513,1,0.40385,0.41606,0.40996,0.40811,0.23791,0.27989,OPEN,,0,1
6.3798,6.3798,1,0.40609,0.41623,0.41116,0.40996,0.23791,0.27989,OPEN,,0,1
6.4915,6.4915,1,0.40399,0.41684,0.41041,0.41041,0.23791,0.27989,OPEN,,0,1
6.6192,6.6192,1,0.40516,0.41809,0.41163,0.41116,0.23791,0.27989,OPEN,,0,1
6.7534,6.7534,1,0.40529,0.41794,0.41161,0.41161,0.23791,0.27989,OPEN,,0,1
6.861,6.861,1,0.4036,0.41675,0.41018,0.41161,0.23791,0.27989,OPEN,,0,1
6.9658,6.9658,1,0.40379,0.41449,0.40914,0.41018,0.23791,0.27989,OPEN,,0,1
7.0843,7.0843,1,0.40825,0.41459,0.41142,0.41018,0.23791,0.27989,OPEN,,0,1
7.186,7.186,1,0.40431,0.40922,0.40676,0.40914,0.23791,0.27989,OPEN,,0,1
7.2955,7.2955,1,0.40236,0.41116,0.40676,0.40676,0.23791,0.27989,OPEN,,0,1
7.4195,7.4195,1,0.39903,0.40547,0.40225,0.40676,0.23791,0.27989,OPEN,,0,1
7.5457,7.5457,1,0.39944,0.40582,0.40263,0.40263,0.23791,0.27989,OPEN,,0,1
7.6764,7.6764,1,0.40007,0.40532,0.4027,0.40263,0.23791,0.27989,OPEN,,0,1
7.7873,7.7873,1,0.29934,0.25679,0.27807,0.40263,0.23791,0.27989,OPEN,,0,1
7.9165,7.9165,1,0.21298,0.19928,0.20613,0.27807,0.23791,0.27989,OPEN,,0,1
8.0505,8.0505,1,0.32975,0.34973,0.33974,0.27807,0.23791,0.27989,OPEN,,0,1
8.1896,8.1896,1,0.3796,0.38232,0.38096,0.33974,0.23791,0.27989,OPEN,,0,1
8.3153,8.3153,1,0.38268,0.39177,0.38722,0.38096,0.23791,0.27989,OPEN,,0,1
8.4439,8.4439,1,0.3881,0.39616,0.39213,0.38722,0.23791,0.27989,OPEN,,0,1
8.5723,8.5723,1,0.386,0.3943,0.39015,0.39015,0.23791,0.27989,OPEN,,0,1
8.6891,8.6891,1,0.38077,0.39014,0.38545,0.39015,0.23791,0.27989,OPEN,,0,1
8.8113,8.8113,1,0.38088,0.38798,0.38443,0.38545,0.23791,0.27989,OPEN,,0,1
8.9123,8.9123,1,0.37793,0.38482,0.38138,0.38443,0.23791,0.27989,OPEN,,0,1
9.051,9.051,1,0.37799,0.38907,0.38353,0.38353,0.23791,0.27989,OPEN,,0,1
9.1562,9.1562,1,0.37442,0.38647,0.38045,0.38138,0.23791,0.27989,OPEN,,0,1
9.3215,9.3215,1,0.32989,0.33606,0.33298,0.38045,0.23791,0.27989,OPEN,,0,1
9.4513,9.4513,1,0.32261,0.32789,0.32525,0.33298,0.23791,0.27989,OPEN,,0,1
9.5795,9.5795,1,0.32767,0.33359,0.33063,0.33063,0.23791,0.27989,OPEN,,0,1
9.7077,9.7077,1,0.32776,0.33193,0.32985,0.32985,0.23791,0.27989,OPEN,,0,1
9.8345,9.8345,1,0.32578,0.33075,0.32826,0.32985,0.23791,0.27989,OPEN,,0,1
9.9471,9.9471,1,0.32672,0.33086,0.32879,0.32879,0.23791,0.27989,OPEN,,0,1
10.0744,10.0744,1,0.32459,0.32993,0.32726,0.32826,0.23791,0.27989,OPEN,,0,1
10.2066,10.2066,1,0.34386,0.3552,0.34953,0.32879,0.23791,0.27989,OPEN,,0,1
10.3152,10.3152,1,0.35789,0.37247,0.36518,0.34953,0.23791,0.27989,OPEN,,0,1
10.4427,10.4427,1,0.36479,0.37193,0.36836,0.36518,0.23791,0.27989,OPEN,,0,1
10.5714,10.5714,1,0.36026,0.36658,0.36342,0.36518,0.23791,0.27989,OPEN,,0,1
10.6995,10.6995,1,0.35889,0.3665,0.3627,0.36342,0.23791,0.27989,OPEN,,0,1
10.8112,10.8112,1,0.36336,0.36966,0.36651,0.36342,0.23791,0.27989,OPEN,,0,1
10.9394,10.9394,1,0.35944,0.36923,0.36434,0.36434,0.23791,0.27989,OPEN,,0,1
11.0681,11.0681,1,0.35917,0.369,0.36408,0.36434,0.23791,0.27989,OPEN,,0,1
11.1783,11.1783,1,0.35762,0.36944,0.36353,0.36408,0.23791,0.27989,OPEN,,0,1
11.3142,11.3142,1,0.36341,0.37434,0.36888,0.36408,0.23791,0.27989,OPEN,,0,1
11.435,11.435,1,0.35951,0.37092,0.36521,0.36521,0.23791,0.27989,OPEN,,0,1
11.581,11.581,1,0.35675,0.37015,0.36345,0.36521,0.23791,0.27989,OPEN,,0,1
11.7086,11.7086,1,0.35796,0.36963,0.36379,0.36379,0.23791,0.27989,OPEN,,0,1
11.8445,11.8445,1,0.35663,0.3697,0.36316,0.36345,0.23791,0.27989,OPEN,,0,1
